first_name,second_name,web_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,id,in_dreamteam,news,news_added,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Joshua,King,King,45,,,577725,0,0,0,0,0,3,1.3,1.3,0,0.0,810,False,,,577725.jpg,0.0,0.0,False,,a,10,54,0,75,75,7,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,752,312,750,313,740,308,757,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,291,686,270,754,314,796,343,0.0,0.0
Fodé,Ballo-Touré,Ballo-Touré,45,100.0,75.0,225897,0,0,0,0,0,2,0.0,0.0,0,0.0,707,False,,2023-12-30T22:30:10.672858Z,225897.jpg,0.8,0.0,False,,a,10,54,3,4404,148,3931,70,0.0,0.7,48,0,0,0,1,0,0,0,1,0,0,0,12,11.2,1.5,2.0,1.6,0,0.00,0.00,0.00,0.55,459,169,452,167,441,162,479,173,,,,,,,0.0,0.0,0.0,0.0,1.03,1.88,393,73,613,247,507,165,569,211,0.0,0.0
Kristian,Sekularac,Sekularac,45,,,511504,0,0,0,0,0,3,0.0,0.0,0,0.0,796,False,,,511504.jpg,0.0,0.0,False,,a,10,54,0,33,24,7,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,732,300,728,301,715,295,737,303,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,459,274,662,257,735,303,805,349,0.0,0.0
Matthew,Dibley-Dias,Dibley-Dias,45,25.0,25.0,515023,0,0,0,0,0,3,0.0,0.0,0,0.0,652,False,Hamstring injury - 25% chance of playing,2023-10-13T09:30:09.800778Z,515023.jpg,0.0,0.0,False,,d,10,54,0,1120,14,1111,17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,733,301,730,302,717,296,738,304,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,461,275,664,258,736,304,708,284,0.0,0.0
Marek,Rodák,Rodák,39,,,155529,0,0,-1,1,0,1,0.0,0.0,0,0.0,284,False,,,155529.jpg,0.0,0.4,False,,a,10,54,-1,19265,409,27507,505,0.0,-0.3,0,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,532,45,515,26,469,15,536,45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,771,75,385,36,539,44,265,36,0.0,0.0
Tom,Cairney,Cairney,49,100.0,100.0,76357,0,0,-1,1,0,3,2.0,2.0,1,2.0,268,False,,2023-08-31T02:00:07.930156Z,76357.jpg,2.6,0.1,False,,a,10,54,54,13054,178,9644,932,0.4,11.0,1012,1,5,3,16,0,0,0,1,0,0,2,252,226.2,241.1,113.0,58.1,11,0.74,2.17,2.91,20.85,204,83,97,72,183,106,159,85,,,,,,,0.07,0.0,0.19,0.26,1.85,1.42,222,143,166,76,212,92,492,166,0.98,0.27
Harrison,Reed,Reed,45,100.0,100.0,153366,0,0,-5,5,0,3,0.3,0.3,1,0.3,282,False,,2024-01-12T15:00:12.101658Z,153366.jpg,1.7,0.3,False,,a,10,54,30,35947,365,96895,784,0.1,6.7,877,0,1,3,20,0,0,0,3,0,0,0,133,133.6,141.1,21.0,29.5,10,0.09,0.84,0.93,19.86,295,122,174,112,374,187,292,136,,,,,,,0.01,0.0,0.09,0.1,2.04,2.05,369,226,331,153,349,151,286,95,1.03,0.31
Antonee,Robinson,Robinson,44,100.0,100.0,169528,0,0,-1,1,0,2,4.3,4.3,5,4.3,283,False,,2023-09-16T20:00:07.420575Z,169528.jpg,2.6,1.6,False,,a,10,54,58,235355,21932,138045,7258,1.0,13.2,1928,0,4,5,37,2,0,0,4,0,0,4,392,482.0,356.0,105.0,94.3,22,0.39,2.33,2.72,39.86,42,11,53,8,191,42,68,7,,,,,,,0.02,0.0,0.11,0.13,1.86,1.73,517,95,51,13,204,57,149,63,1.03,0.23
Armando,Broja,Broja,49,100.0,100.0,440323,0,0,-1,1,0,4,1.0,1.0,1,1.0,193,False,,2024-02-05T14:00:08.473180Z,440323.jpg,1.8,0.2,False,,a,10,54,25,92208,2397,80143,3495,0.2,5.1,464,1,1,3,6,0,0,0,0,0,0,0,48,57.6,58.7,144.0,25.2,6,2.24,0.22,2.46,5.55,383,45,301,40,152,38,321,40,,,,,,,0.43,0.0,0.04,0.47,1.08,1.16,265,59,257,36,342,44,308,48,1.16,0.58
Alex,Iwobi,Iwobi,53,0.0,0.0,153133,0,0,-2,2,1,3,0.0,0.0,0,0.0,256,False,International Duty - Expected back 17 Feb,2023-12-30T22:30:09.707785Z,153133.jpg,2.9,0.4,False,,i,10,54,53,137826,38,186849,3571,0.0,10.0,1245,3,1,3,21,0,0,0,2,0,0,3,225,262.8,316.9,302.0,88.3,14,3.66,1.77,5.43,19.61,175,73,65,51,70,43,84,58,,,,,,,0.26,0.0,0.13,0.39,1.42,1.52,136,83,766,327,175,78,256,80,1.01,0.22
Andreas,Hoelgebaum Pereira,Andreas,53,100.0,100.0,156689,0,0,-2,2,1,3,3.0,3.0,4,3.0,267,False,,2023-08-26T21:00:07.967178Z,156689.jpg,3.2,1.0,False,,a,10,54,74,268512,7435,282733,8562,0.6,14.0,1574,1,7,7,24,0,0,0,4,0,0,3,270,287.4,714.5,189.0,119.2,20,1.60,3.02,4.62,26.81,150,61,9,6,124,79,38,26,1.0,,1.0,,2.0,,0.09,0.0,0.17,0.26,1.53,1.37,138,85,102,44,137,65,189,59,1.14,0.4
Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,50,0.0,0.0,166324,0,0,0,0,0,3,0.0,0.0,0,0.0,269,False,Permanent transfer to Lille,2023-08-11T10:50:27.703881Z,166324.jpg,0.0,0.0,False,,u,10,54,0,0,0,1007,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,782,335,782,337,777,334,784,337,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,186,113,743,310,782,336,747,309,0.0,0.0
Issa,Diop,Diop,44,0.0,0.0,219924,0,0,-1,1,0,2,0.0,0.0,0,3.0,271,False,Hamstring injury - Unknown return date,2024-01-31T01:30:12.801982Z,219924.jpg,2.8,0.4,False,,i,10,54,34,87426,62,114922,983,0.7,7.7,964,0,0,4,17,0,0,0,2,0,0,3,191,222.6,18.1,29.0,27.0,11,0.15,0.39,0.54,23.08,208,74,394,141,342,115,305,106,,,,,,,0.01,0.0,0.04,0.05,2.15,1.59,535,108,95,23,182,51,245,92,1.03,0.37
Tyrese,Francois,Francois,44,0.0,100.0,432931,0,0,-1,1,0,3,0.0,0.0,0,0.0,272,False,Season-long loan to Vejle Boldklub,2024-02-04T18:49:02.413091Z,432931.jpg,0.0,0.0,False,,u,10,54,0,2339,5,3904,71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,668,256,657,258,626,244,672,259,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,554,315,573,205,677,264,602,224,0.0,0.0
Anthony,Knockaert,Knockaert,44,0.0,0.0,83543,0,0,-1,1,0,3,0.0,0.0,0,0.0,273,False,Season-long loan to Huddersfield Town,2023-09-03T20:13:44.073237Z,83543.jpg,0.0,0.0,False,,u,10,54,0,941,0,8031,21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,651,245,638,247,607,233,655,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,505,298,545,191,659,253,589,217,0.0,0.0
Bobby,De Cordova-Reid,De Cordova-Reid,53,,,96994,0,0,-2,2,0,3,2.0,2.0,2,2.0,270,False,,,96994.jpg,2.8,0.2,False,,a,10,54,59,33111,763,35156,1447,0.4,11.1,1026,4,1,2,23,0,0,0,2,0,0,5,187,213.4,177.2,235.0,62.1,12,3.46,0.73,4.19,22.10,220,91,137,90,93,59,149,80,,,,,,,0.3,0.0,0.06,0.36,1.94,2.02,131,81,172,82,191,85,362,115,1.05,0.18
Bernd,Leno,Leno,48,,,80201,0,0,3,-3,2,1,3.7,3.7,1,3.7,275,False,,,80201.jpg,3.6,16.1,False,,a,10,54,82,1789608,20543,1025462,40281,0.8,17.1,2070,0,0,6,38,1,0,0,2,0,82,12,471,664.0,0.1,0.0,66.2,23,0.00,0.00,0.00,41.69,4,3,495,12,752,84,132,3,,,,,,,0.0,3.57,0.0,0.0,1.81,1.65,280,9,78,8,81,9,22,2,1.0,0.26
Saša,Lukić,Lukić,43,100.0,100.0,212314,0,0,-2,2,0,3,0.3,0.3,0,0.3,276,False,,2023-08-31T17:30:07.839749Z,212314.jpg,1.3,0.3,False,,a,10,54,16,71495,981,87574,1134,0.1,3.7,392,0,0,1,9,0,0,0,1,0,0,0,51,52.6,50.2,30.0,13.0,4,0.66,0.31,0.97,12.72,391,171,321,170,336,172,392,177,,,,,,,0.15,0.0,0.07,0.22,2.92,2.07,612,338,315,148,393,176,277,90,0.92,0.23
Kevin,Mbabu,Mbabu,40,0.0,0.0,120721,0,0,0,0,0,2,0.0,0.0,0,0.0,277,False,Season-long loan to Augsburg,2023-09-03T20:05:44.450227Z,120721.jpg,0.0,0.2,False,,u,10,54,0,4952,0,42606,159,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,561,198,546,197,503,183,566,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,672,173,421,143,568,193,333,130,0.0,0.0
Aleksandar,Mitrović,Mitrović,74,0.0,0.0,128389,0,0,-1,1,0,4,0.0,0.0,0,0.0,278,False,Permanent transfer to Al-Hilal,2023-08-18T14:00:10.226716Z,128389.jpg,1.0,0.7,False,,u,10,54,1,15553,0,356629,145,0.0,0.1,32,0,0,0,0,0,0,0,0,0,0,0,6,6.4,0.3,26.0,3.3,0,0.16,0.02,0.18,0.60,477,56,486,62,357,56,462,57,,,,,,,0.45,0.0,0.06,0.51,1.69,0.0,23,9,801,102,490,64,211,35,0.0,0.0
Rodrigo,Muniz Carvalho,Muniz,44,100.0,100.0,244042,0,0,-1,1,0,4,3.3,3.3,8,3.3,279,False,,2023-11-04T15:30:08.544057Z,244042.jpg,1.8,0.4,False,,a,10,54,20,81772,6557,93428,2139,0.7,4.5,440,1,0,1,9,0,0,0,1,0,0,2,48,69.8,80.9,169.0,31.5,4,1.11,0.36,1.47,10.20,369,42,258,37,134,37,285,37,,,,,,,0.23,0.0,0.07,0.3,2.09,1.84,550,97,85,19,332,42,240,42,0.82,0.2
João,Palhinha Gonçalves,J.Palhinha,50,100.0,100.0,154296,0,0,0,0,2,3,4.0,4.0,8,4.0,280,False,,2023-11-13T01:00:09.377622Z,154296.jpg,3.0,0.4,False,,a,10,54,60,86365,5316,75516,1558,0.8,12.0,1668,3,1,5,28,0,0,0,9,0,0,7,247,431.8,125.9,218.0,77.5,19,1.62,0.50,2.12,31.17,56,19,186,120,103,66,110,69,,,,,,,0.09,0.0,0.03,0.12,1.68,1.51,182,110,63,27,162,75,257,81,1.03,0.27
Tim,Ream,Ream,45,100.0,100.0,82514,0,0,0,0,1,2,0.7,0.7,1,0.7,281,False,,2023-12-14T16:00:09.779808Z,82514.jpg,2.4,0.7,False,,a,10,54,36,275205,1450,278570,1892,0.2,8.0,1248,1,0,3,26,0,0,0,2,1,0,4,216,258.2,16.8,45.0,32.0,14,0.96,0.15,1.11,28.43,181,66,396,143,294,90,278,94,,,,,,,0.07,0.0,0.01,0.08,2.05,1.88,358,56,286,95,239,73,213,84,1.01,0.22
Terence,Kongolo,Kongolo,40,0.0,0.0,109434,0,0,0,0,0,2,0.0,0.0,0,0.0,274,False,Season-long loan to Rapid Vienna,2023-09-03T20:04:54.860410Z,109434.jpg,0.0,0.1,False,,u,10,54,0,1162,0,10764,44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,556,195,541,194,498,180,561,195,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,667,170,416,140,563,190,482,187,0.0,0.0
Ben,Doak,Doak,43,0.0,0.0,496208,-1,1,-2,2,0,3,0.0,0.0,0,0.0,628,False,Knee injury - Unknown return date,2023-12-19T14:30:11.311171Z,496208.jpg,1.0,0.0,False,,i,11,14,1,5179,13,8070,52,0.0,0.2,13,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.14,515,233,465,225,603,231,517,235,,,,,,,0.0,0.0,0.0,0.0,0.97,0.0,632,346,541,189,437,196,571,209,0.0,0.0
Thiago,Alcántara do Nascimento,Thiago,47,0.0,0.0,61558,0,0,-3,3,0,3,0.0,0.0,1,0.3,310,False,Muscle injury - Unknown return date,2024-02-08T17:30:08.470239Z,61558.jpg,1.0,0.1,False,,i,11,14,1,2541,323,20030,131,0.1,0.2,5,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.4,0.0,0.1,0,0.00,0.00,0.00,0.03,510,231,476,231,749,314,522,239,,,,,,,0.0,0.0,0.0,0.0,0.54,18.0,308,199,344,160,470,217,427,140,0.0,0.0
Konstantinos,Tsimikas,Tsimikas,45,50.0,0.0,214285,0,0,0,0,1,2,0.2,0.0,0,0.0,311,False,Lack of match fitness - 50% chance of playing,2023-12-23T22:00:09.220836Z,214285.jpg,4.5,1.7,False,,d,11,14,45,1862174,227,1729259,19073,0.0,10.0,662,0,3,4,7,0,0,0,0,0,0,4,191,154.8,248.4,26.0,43.0,8,0.04,1.18,1.22,8.29,276,108,93,17,356,122,220,64,3.0,,,,,,0.01,0.0,0.16,0.17,1.13,0.95,384,68,606,244,35,4,145,62,1.09,0.54
Sepp,van den Berg,Van den Berg,40,0.0,0.0,444765,0,0,0,0,0,2,0.0,0.0,0,0.0,312,False,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,444765.jpg,0.0,0.0,False,,u,11,14,0,0,0,2472,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,590,218,575,217,532,203,595,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,200,455,168,598,214,653,233,0.0,0.0
Virgil,van Dijk,Virgil,63,100.0,100.0,97032,0,0,3,-3,1,2,3.5,3.0,1,3.0,313,False,,2023-11-09T08:30:08.885661Z,97032.jpg,3.8,15.5,False,,a,11,14,80,1545037,115749,1058633,51988,0.5,12.7,1827,1,2,7,21,0,0,0,1,1,0,8,416,561.8,104.0,234.0,90.2,21,1.73,0.74,2.47,27.73,21,3,223,58,95,4,79,9,,,3.0,,,,0.09,0.0,0.04,0.13,1.37,1.03,55,4,110,29,70,10,24,8,1.03,0.34
Jarell,Quansah,Quansah,40,,,441428,0,0,0,0,0,2,0.5,0.0,0,0.0,626,False,,,441428.jpg,2.0,0.2,False,,a,11,14,12,26241,2593,19207,989,0.0,3.0,261,0,0,1,1,0,0,0,0,0,0,0,57,43.2,5.7,4.0,5.3,3,0.06,0.03,0.09,2.29,407,152,431,158,427,156,439,156,,,,,,,0.02,0.0,0.01,0.03,0.79,0.34,705,198,452,166,294,99,363,140,1.03,0.34
Bobby,Clark,Clark,44,,,491970,0,0,-1,1,0,3,1.2,0.7,0,0.7,627,False,,,491970.jpg,1.0,0.0,False,,a,11,14,2,1590,44,2246,30,0.2,0.5,14,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.5,4.0,0.7,0,0.00,0.00,0.00,0.95,500,226,474,230,431,213,488,221,,,,,,,0.0,0.0,0.0,0.0,6.11,0.0,574,325,284,130,444,200,625,237,0.0,0.0
James,McConnell,McConnell,44,,,491501,0,0,-1,1,0,3,0.5,0.0,0,0.0,629,False,,,491501.jpg,1.0,0.0,False,,a,11,14,1,1251,30,1783,27,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.01,508,230,666,263,638,251,519,237,,,,,,,0.0,0.0,0.0,0.0,0.9,0.0,573,324,583,210,443,199,647,248,0.0,0.0
Kaide,Gordon,Gordon,45,,,496185,0,0,0,0,0,3,0.8,0.3,0,0.3,783,False,,,496185.jpg,1.0,0.0,False,,a,11,14,1,167,82,48,25,0.1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,0.44,517,234,483,235,445,221,504,228,,,,,,,0.0,0.0,0.0,0.0,39.6,0.0,449,264,338,157,458,210,781,329,0.0,0.0
Ryan,Gravenberch,Gravenberch,50,100.0,100.0,441266,0,0,0,0,0,3,1.2,0.7,1,0.7,708,False,,2023-12-18T00:00:11.256131Z,441266.jpg,1.5,0.1,False,,a,11,14,25,30342,565,25741,541,0.1,5.0,704,0,0,3,8,0,0,0,0,0,0,0,90,88.6,126.3,129.0,34.3,8,1.46,0.70,2.16,10.02,339,145,185,119,164,98,261,126,,,,,,,0.19,0.0,0.09,0.28,1.28,1.02,207,131,300,143,378,166,451,147,1.02,0.38
Luke,Chambers,Chambers,40,0.0,0.0,462491,0,0,0,0,0,2,0.0,0.0,0,0.0,726,False,Has Joined Wigan Athletic on loan until the end of the season,2024-01-15T07:30:51.468918Z,462491.jpg,0.0,0.0,False,,u,11,14,0,2003,0,1804,81,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,597,222,582,221,539,207,602,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,715,204,462,172,605,218,637,230,0.0,0.0
Callum,Scanlon,Scanlon,39,,,519328,0,0,-1,1,0,2,0.5,0.0,0,0.0,728,False,,,519328.jpg,0.0,0.0,False,,a,11,14,0,1328,257,896,88,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,547,192,532,191,487,175,551,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,797,254,404,134,554,187,634,229,0.0,0.0
Treymaurice,Nyoni,Nyoni,45,,,591386,0,0,0,0,0,3,0.5,0.0,0,0.0,743,False,,,591386.jpg,0.0,0.0,False,,a,11,14,0,168,7,135,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,755,315,753,316,743,311,760,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,493,294,689,273,757,317,782,330,0.0,0.0
Marcelo,de Araújo Pitaluga Filho,Pitaluga,40,0.0,0.0,443629,0,0,0,0,0,1,0.0,0.0,0,0.0,756,False,On loan to St Patrick’s Athletic until the end of the season,2024-01-09T10:26:52.979684Z,443629.jpg,0.0,0.0,False,,u,11,14,0,132,0,146,13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,589,72,574,55,531,44,594,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,707,52,454,64,597,71,778,90,0.0,0.0
Conor,Bradley,Bradley,41,0.0,,492777,0,0,1,-1,2,2,0.0,9.7,0,9.7,757,False,Personal Reasons - Expected back 17 Feb,2024-02-09T16:00:10.341546Z,492777.jpg,14.5,2.0,False,,i,11,14,29,239033,70119,30791,24560,2.4,7.1,149,1,3,2,0,0,0,0,1,0,0,3,86,111.8,73.9,45.0,23.0,2,0.36,0.48,0.84,0.82,316,125,273,84,292,88,331,120,,,,,,,0.22,0.0,0.29,0.51,0.5,0.0,658,166,2,1,1,1,137,58,1.21,1.21
Owen,Beck,Beck,45,0.0,0.0,430992,0,0,0,0,0,2,0.0,0.0,0,0.3,782,False,On loan to Dundee until the end of the season,2024-01-31T09:02:32.787486Z,430992.jpg,1.0,0.0,False,,u,11,14,1,64,0,52,13,0.1,0.2,7,0,0,0,0,0,0,0,0,0,0,0,2,5.0,0.3,0.0,0.5,0,0.00,0.00,0.00,0.95,483,178,481,178,675,259,497,180,,,,,,,0.0,0.0,0.0,0.0,12.21,0.0,408,79,334,117,451,156,799,260,0.0,0.0
Dominik,Szoboszlai,Szoboszlai,71,0.0,100.0,424876,0,0,1,-1,1,3,0.0,3.0,0,3.0,309,False,Muscle injury - Unknown return date,2024-02-05T08:30:09.549556Z,424876.jpg,3.9,4.0,False,,i,11,14,82,887520,3329,948190,41571,0.4,11.5,1659,3,4,8,15,0,0,0,1,0,0,7,363,363.6,561.3,231.0,115.4,20,2.04,3.87,5.91,19.74,93,35,17,12,97,61,41,29,4.0,,2.0,,,,0.11,0.0,0.21,0.32,1.07,0.81,30,18,111,49,65,39,84,28,1.08,0.43
Wataru,Endo,Endo,54,100.0,0.0,158983,0,0,-1,1,0,3,0.5,0.0,0,0.0,668,False,,2024-01-01T10:00:11.633978Z,158983.jpg,1.7,0.1,False,,a,11,14,25,15009,270,14177,241,0.0,4.6,697,1,0,4,4,0,0,0,5,0,0,0,107,124.6,108.8,28.0,25.9,8,0.29,0.58,0.87,8.89,309,128,211,129,348,177,313,144,,,,,,,0.04,0.0,0.07,0.11,1.15,0.52,112,68,772,332,357,155,462,154,1.03,0.52
Mohamed,Salah,Salah,130,0.0,0.0,118748,0,0,5,-5,5,3,0.0,0.0,0,0.0,308,True,Hamstring injury - Expected back 17 Feb,2023-12-30T22:30:09.774712Z,118748.jpg,7.8,19.0,False,,i,11,14,156,4199975,27677,5243697,155139,0.0,12.0,1740,14,8,7,17,0,0,2,2,0,0,21,469,771.0,618.5,939.0,233.1,20,13.82,5.80,19.62,20.72,1,1,13,9,1,1,1,1,,,4.0,,2.0,,0.71,0.0,0.3,1.01,1.07,0.88,2,1,805,351,2,1,16,6,1.03,0.36
Diogo,Teixeira da Silva,Diogo J.,82,100.0,100.0,194634,2,-2,2,-2,2,3,10.2,9.7,2,9.7,294,False,,2023-11-25T19:00:09.724358Z,194634.jpg,5.1,17.0,False,,a,11,14,86,2154522,523679,684118,41957,1.2,10.5,911,8,5,5,9,0,0,0,1,1,0,5,260,378.0,234.3,449.0,106.1,11,3.62,1.67,5.29,12.43,85,31,98,73,35,19,53,39,,,,,,,0.36,0.0,0.16,0.52,1.23,0.89,12,8,4,2,23,16,21,9,1.09,0.49
Nathaniel,Phillips,Phillips,40,0.0,0.0,197464,0,0,0,0,0,2,0.0,0.0,0,0.0,306,False,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,197464.jpg,0.0,0.1,False,,u,11,14,0,2433,0,18843,84,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,566,202,551,201,508,187,571,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,679,179,427,148,574,198,413,161,0.0,0.0
Adrián,San Miguel del Castillo,Adrián,39,,,60706,0,0,-1,1,0,1,0.5,0.0,0,0.0,289,False,,,60706.jpg,0.0,0.2,False,,a,11,14,0,14091,128,23395,329,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,525,40,505,18,458,7,529,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,760,67,374,28,532,39,302,43,0.0,0.0
Trent,Alexander-Arnold,Alexander-Arnold,86,100.0,100.0,169187,1,-1,6,-6,3,2,1.2,0.7,1,0.7,290,True,,2024-01-09T16:00:10.206599Z,169187.jpg,5.0,21.9,False,,a,11,14,99,3024595,168991,2596342,78457,0.1,11.5,1577,2,4,7,17,0,0,0,5,0,0,18,449,436.0,788.3,147.0,137.3,18,1.95,4.22,6.17,19.67,53,14,6,2,151,22,23,3,1.0,,1.0,,,,0.11,0.0,0.24,0.35,1.12,0.97,8,1,306,98,27,2,14,5,1.03,0.4
Alisson,Ramses Becker,A.Becker,57,100.0,100.0,116535,0,0,2,-2,3,1,3.8,3.3,2,3.3,291,False,,2023-11-25T19:00:09.686215Z,116535.jpg,4.1,15.2,False,,a,11,14,87,1426907,100290,1001788,23814,0.6,15.3,1890,0,0,7,19,0,0,0,1,0,58,9,443,476.6,10.1,0.0,48.5,21,0.00,0.00,0.00,25.67,43,12,424,4,800,92,198,12,,,,,,,0.0,2.76,0.0,0.0,1.22,0.9,84,1,90,11,46,2,27,3,1.0,0.33
Stefan,Bajcetic,Bajcetic,47,0.0,0.0,535928,0,0,-3,3,0,3,0.0,0.0,0,0.0,292,False,Calf injury - Unknown return date,2023-09-29T10:30:08.978098Z,535928.jpg,0.0,0.0,False,,i,11,14,0,1100,15,5068,19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,761,319,758,319,750,315,764,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,330,218,701,279,762,320,606,227,0.0,0.0
Andrew,Robertson,Robertson,64,100.0,100.0,122798,0,0,-1,1,1,2,0.8,0.3,0,0.3,307,False,,2023-10-13T09:30:09.199189Z,122798.jpg,2.7,2.6,False,,a,11,14,27,517872,29534,733050,4997,0.0,4.2,773,1,0,1,12,0,0,0,1,0,0,3,179,205.2,301.7,48.0,55.6,8,0.47,1.17,1.64,12.97,229,82,71,12,288,87,172,44,2.0,,,,,,0.05,0.0,0.14,0.19,1.51,1.4,50,3,361,119,199,54,119,49,0.93,0.12
Harvey,Elliott,Elliott,48,,,444884,0,0,-2,2,0,3,2.2,1.7,1,1.7,295,False,,,444884.jpg,1.7,0.2,False,,a,11,14,33,26479,859,35046,1071,0.4,6.9,514,1,2,2,5,0,0,0,1,0,0,0,147,131.0,160.6,103.0,39.3,3,0.77,1.64,2.41,7.09,299,125,151,99,194,109,234,116,,,,,,,0.13,0.0,0.29,0.42,1.24,0.88,298,194,190,91,353,152,337,102,0.53,0.35
Fabio Henrique,Tavares,Fabinho,50,0.0,0.0,116643,0,0,0,0,0,3,0.0,0.0,0,0.0,296,False,Permanent Transfer to Al-Ittihad,2023-08-01T09:50:49.848998Z,116643.jpg,0.0,0.0,False,,u,11,14,0,0,0,1107,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,781,334,780,336,775,333,783,336,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,178,109,741,309,781,335,709,285,0.0,0.0
